StockCode,num_price_level,price_mean,price_min,price_max,price_std,price_mode,quantity_monthly,quantity_quarterly,quantity_yearly
16016,2,0.8401886792452831,0.72,0.85,0.03450275715899131,0.85,92.56,257.1111111111111,771.3333333333334
16020C,2,0.843,0.83,0.85,0.009660917830792998,0.85,11.428571428571429,20.0,53.333333333333336
16033,2,0.11666666666666667,0.09,0.12,0.009516619028617732,0.12,976.0666666666667,2440.1666666666665,4880.333333333333
16043,3,0.308,0.06,0.42,0.1648895734380177,0.42,129.0,193.5,387.0
16044,2,0.3,0.06,0.42,0.20784609690826528,0.42,3096.5,6193.0,6193.0
16045,2,0.049600000000000005,0.04,0.12,0.026171988326700993,0.04,665.1428571428571,1164.0,4656.0
16046,5,0.929375,0.08,1.7,0.4427255949015736,0.85,246.54545454545453,602.6666666666666,1808.0
16047,4,0.9309375,0.08,1.7,0.4239625620644564,0.85,542.8,1085.6,2714.0
16048,5,0.40254716981132077,0.12,0.85,0.3194878679290005,0.12,138.44,384.55555555555554,1153.6666666666667
16049,4,0.381875,0.12,0.83,0.2526049765811204,0.42,288.09090909090907,528.1666666666666,1056.3333333333333
16050,2,0.4,0.25,0.55,0.16035674514745465,0.25,50.333333333333336,75.5,151.0
16051,3,0.4325,0.06,0.83,0.3146823795511912,0.42,313.6666666666667,313.6666666666667,470.5
16052,5,0.5644444444444444,0.19,0.86,0.23221227289387547,0.42,54.93333333333333,117.71428571428571,274.6666666666667
16053,2,0.16090909090909092,0.03,0.21,0.08407788596944447,0.21,289.125,578.25,2313.0
16054,2,0.1725,0.12,0.42,0.1154422932764378,0.12,91.83333333333333,183.66666666666666,551.0
16119,2,1.0325,0.38,1.25,0.4027317434010598,1.25,273.0,273.0,273.0
16151A,1,3.75,3.75,3.75,0.0,3.75,1.5,3.0,3.0
16156L,1,0.42,0.42,0.42,0.0,0.42,50.0,118.75,475.0
16156N,1,0.42,0.42,0.42,0.0,0.42,210.71428571428572,491.6666666666667,737.5
16156S,3,0.41535545023696685,0.34,0.42,0.0185774799474587,0.42,660.6,1835.0,5505.0
16161C,1,0.1,0.1,0.1,0.0,0.1,450.0,450.0,450.0
16161E,1,0.1,0.1,0.1,0.0,0.1,250.0,375.0,375.0
16161G,1,0.1,0.1,0.1,0.0,0.1,57.35294117647059,121.875,487.5
16161M,2,0.418,0.34,0.42,0.012649110640673512,0.42,85.41666666666667,205.0,512.5
16161P,3,0.4189569160997732,0.34,0.42,0.008934125256806527,0.42,548.875,1463.6666666666667,4391.0
16161U,3,0.41806853582554515,0.34,0.42,0.012145278430813915,0.42,398.04,1105.6666666666667,3317.0
16162L,6,0.7270967741935483,0.05,1.3,0.41403054274120965,0.65,335.15384615384613,622.4285714285714,1452.3333333333333
16168M,7,0.5918811881188119,0.12,0.85,0.2299944037201215,0.42,70.25,187.33333333333334,562.0
16168S,4,0.31363636363636366,0.09,0.57,0.20857961200811204,0.09,427.6666666666667,641.5,641.5
16169A,1,0.42,0.42,0.42,0.0,0.42,25.0,25.0,25.0
16169C,1,0.42,0.42,0.42,0.0,0.42,337.5,450.0,675.0
16169D,1,0.42,0.42,0.42,0.0,0.42,250.0,250.0,250.0
16169E,2,0.4192105263157895,0.36,0.42,0.0068596445170260225,0.42,739.6666666666666,2219.0,4438.0
16169F,1,0.42,0.42,0.42,0.0,0.42,195.0,325.0,487.5
16169G,1,0.42,0.42,0.42,0.0,0.42,25.0,25.0,25.0
16169K,2,0.3625,0.19,0.42,0.10043338293007788,0.42,159.6153846153846,259.375,691.6666666666666
16169M,2,0.35483333333333333,0.19,0.42,0.10451650857626149,0.42,98.0952380952381,228.88888888888889,686.6666666666666
16169N,2,0.3501785714285714,0.19,0.42,0.10671101283251065,0.42,168.75,405.0,1012.5
16169P,2,0.35897959183673467,0.19,0.42,0.10259639568797366,0.42,132.69230769230768,345.0,862.5
16192,1,4.3,4.3,4.3,0.0,4.3,3.0,3.0,3.0
16201A,3,3.592,1.95,13.57,3.816670451235387,1.95,14.142857142857142,19.8,49.5
16201B,2,2.838,1.95,3.43,0.810629385107646,3.43,34.0,34.0,34.0
16202A,6,4.094166666666667,0.17,12.13,3.2834908738780713,5.55,30.727272727272727,48.285714285714285,112.66666666666667
16202B,5,4.405384615384615,0.17,11.87,3.832618145100532,5.55,47.25,94.5,189.0
16202C,3,3.9766666666666666,1.95,11.87,3.0295194138324772,1.95,16.166666666666668,32.333333333333336,48.5
16202E,4,3.5386666666666664,0.5,12.13,3.1268648530954795,1.95,8.1,16.2,27.0
16206B,2,1.23125,0.95,1.25,0.07500000000000001,1.25,12.0,19.2,48.0
16207A,4,3.001578947368421,2.46,3.36,0.3653456906605176,3.36,7.944444444444445,17.875,47.666666666666664
16207B,7,2.654782608695652,1.25,6.04,0.8003186563430978,2.46,26.5,37.857142857142854,88.33333333333333
16212,3,1.6778048780487806,0.65,7.78,2.513392639635839,0.65,33.27272727272727,73.2,183.0
16215,1,0.65,0.65,0.65,0.0,0.65,8.0,8.0,8.0
16216,7,0.21760869565217392,0.06,1.3,0.3122072063610552,0.16,176.0,449.77777777777777,1349.3333333333333
16218,7,0.4536734693877551,0.06,2.17,0.7495474755155649,0.06,201.2608695652174,514.3333333333334,1543.0
16219,7,0.5518604651162791,0.06,1.74,0.5226177610145936,0.83,150.4090909090909,367.6666666666667,1103.0
16225,12,1.5598192771084338,0.38,3.43,0.9494760742778833,1.25,63.333333333333336,168.88888888888889,506.6666666666667
16235,5,0.3077358490566038,0.16,0.47,0.10806251566215117,0.21,227.76,632.6666666666666,1898.0
16236,4,0.30300751879699245,0.16,0.43,0.10725026252265722,0.21,104.96,291.55555555555554,874.6666666666666
16237,4,0.29605442176870744,0.16,0.43,0.10718677880743097,0.21,411.76,1143.7777777777778,3431.3333333333335
16238,4,0.30966244725738395,0.16,0.43,0.10784037551998153,0.21,97.88,271.8888888888889,815.6666666666666
16239,4,2.6557142857142857,1.25,2.95,0.5035133705133503,2.95,86.75,173.5,173.5
16243B,3,5.49625,1.95,6.04,1.4341043745637403,6.04,53.0,106.0,106.0
16244A,4,4.073571428571428,1.95,4.3,0.6008957158905871,4.21,46.5,93.0,93.0
16244B,5,3.872068965517241,0.5,4.3,0.9603807998852214,4.21,43.125,69.0,115.0
16245A,1,1.25,1.25,1.25,0.0,1.25,2.2,3.6666666666666665,11.0
16248B,1,1.25,1.25,1.25,0.0,1.25,10.125,13.5,40.5
16254,5,1.2665853658536586,0.25,1.7,0.4320741241737207,0.85,67.21428571428571,134.42857142857142,470.5
16256B,3,0.5841666666666667,0.42,0.83,0.1970696033675122,0.42,74.85714285714286,174.66666666666666,262.0
16256C,1,0.42,0.42,0.42,0.0,0.42,31.0,51.666666666666664,77.5
16258A,4,0.5223076923076924,0.19,0.84,0.21842432547605903,0.42,46.17391304347826,118.0,354.0
16258B,3,0.36,0.19,0.86,0.22402380825855692,0.19,1016.0,1016.0,1016.0
16259,2,0.1483050847457627,0.08,0.21,0.06547314643985024,0.21,266.95,593.2222222222222,1779.6666666666667
17001,2,0.2804,0.21,0.29,0.026532998322843195,0.29,120.5,200.83333333333334,401.6666666666667
17003,14,0.6700642398286938,0.05,57.6,4.5845079437157885,0.21,2785.2,7736.666666666667,23210.0
17007B,1,2.1,2.1,2.1,0.0,2.1,5.666666666666667,6.8,11.333333333333334
17011A,5,2.7708333333333335,0.3,4.3,1.6277505858383128,4.21,37.285714285714285,65.25,130.5
17011B,2,1.2,0.3,2.1,1.2727922061357857,0.3,9.5,9.5,19.0
17011C,2,2.475,0.65,4.3,2.5809397513308983,0.65,335.0,335.0,335.0
17011D,4,1.8375,0.3,4.3,1.817220863479909,0.3,69.66666666666667,69.66666666666667,104.5
17011E,1,0.65,0.65,0.65,0.0,0.65,124.0,124.0,124.0
17011F,3,2.12,0.65,4.21,1.3949155794112456,2.1,35.0,55.0,128.33333333333334
17012A,7,2.225520833333333,0.5,5.17,1.0453343658387535,2.46,34.57142857142857,80.66666666666667,242.0
17012B,7,2.1927777777777773,0.5,5.17,1.0138778142469742,2.51,36.05,80.11111111111111,240.33333333333334
17012C,6,2.016725663716814,0.5,5.06,0.9791682352875865,0.85,38.90909090909091,107.0,428.0
17012D,5,1.9451724137931032,0.85,5.06,0.8332529056640616,2.46,30.58823529411765,74.28571428571429,260.0
17012E,5,2.488965517241379,0.5,5.17,0.7039295055390652,2.51,32.875,52.6,131.5
17012F,6,1.8778504672897196,0.5,5.06,0.8585079510157878,2.46,29.3,73.25,293.0
17013B,3,1.7066666666666668,0.42,3.43,1.5517839196657934,0.42,256.0,256.0,256.0
17013C,1,0.42,0.42,0.42,0.0,0.42,58.5,58.5,58.5
17013D,7,1.7040625,0.3,3.43,1.1836980308447786,1.65,62.76470588235294,152.42857142857142,355.6666666666667
17013F,2,1.38,0.3,1.65,0.6037383539249431,1.65,12.4,15.5,31.0
17014A,5,1.66,0.42,3.43,1.3040296520146055,0.42,25.09090909090909,46.0,92.0
17014C,2,1.925,0.42,3.43,2.128391411371508,0.42,97.0,97.0,97.0
17014D,4,1.7966666666666664,0.3,3.36,1.2955211306651853,1.65,79.83333333333333,159.66666666666666,479.0
17014E,2,1.4249999999999998,0.3,1.65,0.551135192126215,1.65,23.75,47.5,95.0
17014F,2,1.3125,0.3,1.65,0.6749999999999999,1.65,20.333333333333332,20.333333333333332,61.0
17021,2,0.29511627906976745,0.24,0.3,0.016502704665778564,0.3,151.75,455.25,1821.0
17027A,2,0.355,0.29,0.42,0.09192388155425119,0.29,114.0,228.0,228.0
17028J,1,0.42,0.42,0.42,0.0,0.42,6.0,6.0,6.0
17033,2,0.28542857142857136,0.21,0.29,0.01870330624772725,0.29,324.4,648.8,1622.0
17038,5,0.4290909090909091,0.07,0.85,0.37178883257426654,0.1,116.31818181818181,319.875,853.0
17039,4,0.3774418604651163,0.21,0.65,0.1695946571380997,0.29,411.8888888888889,926.75,1853.5
17061,1,0.04,0.04,0.04,0.0,0.04,52.0,52.0,52.0
17084A,1,0.21,0.21,0.21,0.0,0.21,34.0,63.142857142857146,221.0
17084G,1,0.21,0.21,0.21,0.0,0.21,50.0,50.0,50.0
17084J,1,0.21000000000000002,0.21,0.21,0.0,0.21,30.4,57.0,152.0
17084N,4,0.34598930481283424,0.16,0.43,0.10500619486614499,0.21,110.72,307.55555555555554,922.6666666666666
17084P,4,0.34428571428571425,0.16,0.43,0.10570085528250665,0.21,49.5,110.0,330.0
17084R,2,0.20318181818181819,0.16,0.21,0.017290200951725482,0.21,482.95454545454544,1180.5555555555557,3541.6666666666665
17090A,2,1.2038461538461538,0.85,1.25,0.13032503744336846,1.25,10.8125,19.22222222222222,57.666666666666664
17090D,2,1.2366666666666668,0.85,1.25,0.07302967433402219,1.25,5.5,11.0,29.333333333333332
17091A,5,1.029059829059829,0.38,2.57,0.5523913263476433,1.25,115.83333333333333,297.85714285714283,695.0
17091B,4,1.4219230769230768,0.85,2.57,0.48098362640403697,1.25,27.6,69.0,138.0
17091F,2,1.58,1.25,2.57,0.6110412658498838,1.25,9.5,9.5,9.5
17091J,6,0.8962295081967213,0.38,2.57,0.6535839418273617,0.38,158.56,440.44444444444446,1321.3333333333333
17096,4,0.3223684210526316,0.17,0.43,0.11583745417382794,0.43,312.0,780.0,2080.0
17107D,1,2.55,2.55,2.55,0.0,2.55,13.125,35.0,105.0
17108D,1,0.42,0.42,0.42,0.0,0.42,88.75,177.5,177.5
17109A,2,1.1861538461538461,0.38,1.69,0.6633442854398016,1.69,177.25,354.5,354.5
17109B,4,1.316470588235294,0.15,3.43,0.8517551084119673,1.69,1135.5,2271.0,2271.0
17109C,3,1.2662499999999999,0.15,1.69,0.6513051000363296,1.69,780.75,1561.5,1561.5
17109D,3,1.41325,0.38,3.36,0.7406040067889146,1.69,89.71428571428571,179.42857142857142,418.6666666666667
17129C,2,0.8309090909090909,0.64,0.85,0.06331738236133036,0.85,17.2,28.666666666666668,43.0
17129D,4,1.2087179487179487,0.64,1.7,0.4663699654452093,0.85,281.25,562.5,562.5
17129F,5,1.3983673469387756,0.64,1.7,0.4133890018755701,1.66,63.12,175.33333333333334,526.0
17136A,2,0.10676470588235294,0.08,0.21,0.05335533191584762,0.08,39.10526315789474,82.55555555555556,247.66666666666666
17164B,3,0.4168674698795181,0.36,0.42,0.012486842914021443,0.42,115.57142857142857,269.6666666666667,539.3333333333334
17164D,2,0.41516129032258065,0.37,0.42,0.015026857675938211,0.42,287.5,575.0,575.0
17165B,3,1.0304761904761905,0.62,1.05,0.07194147647127047,1.05,73.27272727272727,161.2,403.0
17165D,3,1.0351041666666667,0.62,1.05,0.061865640351816895,1.05,50.714285714285715,118.33333333333333,236.66666666666666
17174,1,0.42,0.42,0.42,0.0,0.42,7.2,7.2,18.0
17178,2,1.234,0.85,1.25,0.07999999999999999,1.25,13.3,33.25,66.5
17181,4,3.771641791044776,0.85,5.17,1.546534343557492,5.06,39.22222222222222,88.25,176.5
17191A,1,3.75,3.75,3.75,0.0,3.75,3.6666666666666665,6.6,11.0
18007,6,0.2404,0.05,0.43,0.1202411990373763,0.18,473.4736842105263,1124.5,2998.6666666666665
18010,2,0.5566666666666666,0.42,0.83,0.205,0.42,32.0,32.0,32.0
18094C,5,1.8806060606060606,0.85,2.57,0.6583975881217419,1.25,18.782608695652176,48.0,144.0
18096C,4,3.364090909090909,1.95,5.21,1.286111374466639,2.55,35.0,52.5,52.5
18096c,2,5.151666666666666,5.06,5.17,0.04490731195102503,5.17,4.0,4.0,4.0
18097A,1,2.55,2.55,2.55,0.0,2.55,2.4285714285714284,3.4,8.5
18097B,1,2.55,2.55,2.55,0.0,2.55,3.5,3.5,3.5
18097C,7,2.821542056074766,1.25,5.06,0.8518661952765276,2.55,58.84,163.44444444444446,490.3333333333333
18098A,1,2.95,2.95,2.95,0.0,2.95,2.0,2.0,2.0
18098B,1,2.9500000000000006,2.95,2.95,0.0,2.95,1.5,1.5,1.5
18098C,7,3.266598360655738,1.25,6.08,1.0875431529952873,2.95,59.95,149.875,399.6666666666667
18098c,2,5.067333333333333,5.06,5.17,0.027541014191321447,5.06,22.46153846153846,58.4,146.0
20615,9,2.625306122448979,0.75,4.3,1.2545075275093835,2.1,25.48,70.77777777777777,212.33333333333334
20616,8,2.0985123966942147,0.75,4.3,1.0722124021208241,1.63,11.32,31.444444444444443,94.33333333333333
20617,8,2.3980952380952383,0.83,4.3,0.9242523956379508,2.1,21.652173913043477,55.333333333333336,166.0
20618,7,2.278905109489051,1.63,4.3,0.8513282691253335,2.1,12.375,33.0,99.0
20619,10,2.341494845360825,0.75,4.3,1.0188174250419684,2.1,23.12,64.22222222222223,192.66666666666666
20620,3,4.104285714285714,2.1,4.3,0.578615247289254,4.3,5.0,7.5,7.5
20621,3,2.3584848484848484,2.1,4.3,0.7069172565270688,2.1,20.7,51.75,103.5
20622,8,2.634453125,0.75,4.3,1.0110872051253093,2.1,23.28,64.66666666666667,194.0
20652,9,1.410635838150289,0.15,2.57,0.6115793035429773,1.25,60.64,168.44444444444446,505.3333333333333
20653,9,1.3807407407407408,0.15,2.57,0.6682341987989274,1.25,91.0909090909091,222.66666666666666,668.0
20654,7,1.3760330578512396,0.83,2.57,0.4842786376643838,1.25,15.92,44.22222222222222,132.66666666666666
20655,7,1.70125,0.83,2.57,0.6611480574929501,1.25,17.25,46.0,138.0
20657,9,1.3230508474576272,0.15,2.57,0.5382807523333981,1.25,78.20833333333333,208.55555555555554,625.6666666666666
20658,5,1.6802222222222223,1.06,2.57,0.5970222818922487,1.25,70.9090909090909,195.0,520.0
20659,7,1.5739285714285713,0.83,2.57,0.6124637078410483,1.25,15.375,41.0,123.0
20660,1,1.25,1.25,1.25,0.0,1.25,10.142857142857142,17.75,35.5
20661,7,2.982578125,0.17,6.04,1.145079336448707,2.51,27.2,68.0,181.33333333333334
20662,6,2.6675999999999997,0.17,5.79,0.9102624873729376,2.95,25.176470588235293,47.55555555555556,142.66666666666666
20663,6,2.533478260869565,0.17,5.79,0.8097961811915784,2.51,30.05263157894737,63.44444444444444,190.33333333333334
20664,2,2.712903225806452,2.46,2.95,0.24892024892037323,2.95,4.75,8.142857142857142,19.0
20665,6,3.80228813559322,2.46,6.04,1.3663081152328675,2.95,52.12,144.77777777777777,434.3333333333333
20666,8,2.360851063829787,0.17,6.04,1.2202437920835363,2.95,34.06666666666667,63.875,170.33333333333334
20667,2,2.6437500000000003,2.46,2.95,0.24232232397295206,2.46,4.0,6.666666666666667,13.333333333333334
20668,4,0.165427807486631,0.1,0.43,0.11051526347340235,0.12,837.92,2327.5555555555557,6982.666666666667
20669,6,1.595590909090909,0.83,2.57,0.5937006578654388,1.25,34.65217391304348,88.55555555555556,265.6666666666667
20670,7,2.8131372549019606,0.17,6.04,1.107755370460606,2.95,20.105263157894736,47.75,127.33333333333333
20671,4,1.5767832167832168,1.06,2.57,0.5584228311126695,1.25,60.46153846153846,157.2,393.0
20672,3,1.75,1.25,2.57,0.6359514806290536,1.25,34.5,69.0,69.0
20673,1,1.25,1.25,1.25,0.0,1.25,5.0,5.0,5.0
20674,5,1.5041577825159915,1.06,2.57,0.5070372133633219,1.25,135.88,377.44444444444446,1132.3333333333333
20675,9,1.5034936350777934,1.06,3.36,0.5112591670238744,1.25,257.0,713.8888888888889,2141.6666666666665
20676,8,1.5457055837563451,1.06,3.36,0.5596840850154688,1.25,413.52,1148.6666666666667,3446.0
20677,9,1.581062176165803,1.06,3.36,0.5794056718528775,1.25,310.4,862.2222222222222,2586.6666666666665
20678,1,1.65,1.65,1.65,0.0,1.65,4.0,4.0,4.0
20679,7,6.65439226519337,3.0,13.0,2.283089990949269,5.95,245.2,681.1111111111111,2043.3333333333333
20680,1,3.25,3.25,3.25,0.0,3.25,3.0,3.0,3.0
20681,5,3.823296089385475,2.75,6.91,1.3169082612954242,3.25,80.82352941176471,196.28571428571428,458.0
20682,6,3.837937806873977,2.75,6.91,1.3248029866748956,3.25,120.4,334.44444444444446,1003.3333333333334
20683,1,3.25,3.25,3.25,0.0,3.25,1.0,1.0,1.0
20684,4,3.5708791208791206,2.75,6.91,1.0430465877431063,3.25,28.4,71.0,189.33333333333334
20685,21,8.394577343300748,4.0,16.98,2.6822630729245707,7.95,387.64,1076.7777777777778,3230.3333333333335
20686,5,3.6919689119170984,2.75,6.91,1.1823926391834332,3.25,23.28,64.66666666666667,194.0
20688,4,6.004545454545454,0.45,13.0,4.020227266303147,5.95,154.66666666666666,232.0,232.0
20689,7,6.075952380952381,0.45,13.0,2.4995356246992224,5.95,52.125,104.25,208.5
20692,4,4.883146853146853,3.75,8.65,1.6220003384711705,4.25,90.6,226.5,453.0
20693,3,5.157368421052632,4.25,8.65,1.805758818967999,4.25,8.0,16.0,16.0
20694,7,4.386785714285714,2.51,7.78,1.9352238368471224,3.75,8.1,18.0,54.0
20695,6,4.837142857142857,3.36,8.65,1.9601172023643405,4.25,8.625,17.25,46.0
20696,6,4.625666666666667,3.29,7.78,1.7205796881507225,3.75,7.190476190476191,16.77777777777778,50.333333333333336
20697,2,2.507142857142857,2.1,2.55,0.13535667169160348,2.55,3.076923076923077,4.444444444444445,13.333333333333334
20698,2,2.509090909090909,2.1,2.55,0.13241022442571226,2.55,3.9166666666666665,5.875,23.5
20699,6,3.062134831460674,2.1,5.17,1.0552848300449424,2.55,14.7,32.666666666666664,98.0
20700,7,5.39152380952381,1.25,10.17,2.641508085047245,4.13,20.9,52.25,139.33333333333334
20701,6,4.416,1.25,10.39,1.91354463267113,4.13,39.22222222222222,70.6,117.66666666666667
20702,4,4.301968503937008,3.75,8.47,0.5290412528578665,4.25,35.04545454545455,85.66666666666667,257.0
20703,3,4.259347826086957,3.75,8.47,0.32257774713403253,4.25,29.466666666666665,73.66666666666667,147.33333333333334
20704,8,6.378024691358025,1.95,14.43,3.4938118222627152,6.95,15.521739130434783,39.666666666666664,119.0
20705,5,5.361851851851852,1.95,6.95,2.2041419620702225,6.95,11.826086956521738,30.22222222222222,90.66666666666667
20707,7,1.2244334975369457,0.38,2.57,0.6115343867674926,0.83,64.24,178.44444444444446,535.3333333333334
20711,11,2.71680412371134,1.3,5.06,1.058565528223905,1.95,504.2,1400.5555555555557,4201.666666666667
20712,11,2.728948824343015,1.65,5.06,1.05480853219614,1.95,698.36,1939.888888888889,5819.666666666667
20713,10,2.577913238593867,1.65,5.06,0.9994177488809179,1.95,894.0,2284.6666666666665,6854.0
20714,5,0.9467857142857142,0.38,2.57,0.6453425938926265,0.38,790.0,790.0,790.0
20715,1,1.06,1.06,1.06,0.0,1.06,0.0,0.0,0.0
20716,6,1.4427888446215138,0.83,2.57,0.5333630951191316,1.25,80.10526315789474,217.42857142857142,507.3333333333333
20717,8,1.5912223667100132,0.83,3.36,0.6066850361107861,1.25,247.32,687.0,2061.0
20718,7,1.6524143556280586,1.06,3.36,0.7040382952868985,1.25,532.24,1478.4444444444443,4435.333333333333
20719,8,1.1491181988742962,0.72,2.51,0.49703202759815257,0.85,973.76,2704.8888888888887,8114.666666666667
20721,1,0.85,0.85,0.85,0.0,0.85,1.0,1.0,1.0
20723,9,1.1299148936170211,0.64,2.51,0.509285942867081,0.85,724.36,2012.111111111111,6036.333333333333
20724,9,1.0969985639061752,0.72,5.63,0.48362935890897185,0.85,1275.04,3541.777777777778,10625.333333333334
20725,12,2.0422734449005366,1.19,8.33,0.9918656258963297,1.65,1576.36,4378.777777777777,13136.333333333334
20726,8,2.1028722334004026,1.45,8.33,1.0479811875578828,1.65,844.12,2344.777777777778,7034.333333333333
20727,9,2.0154170073589532,1.19,8.33,0.9749490731081273,1.65,1019.08,2830.777777777778,8492.333333333334
20728,9,1.9672573839662446,1.19,5.06,0.9064080956611207,1.65,938.28,2606.3333333333335,7819.0
20729,7,1.3983870967741936,0.15,2.57,0.5891752359815727,1.25,748.5714285714286,1746.6666666666667,2620.0
20730,6,1.0894230769230768,0.15,2.57,0.3937887337658684,0.85,245.22222222222223,551.75,1103.5
20731,6,1.3978378378378378,0.15,2.51,0.6481401638329035,1.25,227.05555555555554,583.8571428571429,1362.3333333333333
20733,7,0.8513175675675675,0.42,1.7,0.15959467886130443,0.83,67.79166666666667,180.77777777777777,542.3333333333334
20734,6,1.3121848739495798,0.72,2.51,0.6146918197996338,0.85,93.58823529411765,227.28571428571428,530.3333333333334
20735,8,1.20519801980198,0.42,2.51,0.5750355475890896,0.85,63.125,168.33333333333334,505.0
20736,2,0.8431578947368421,0.72,0.85,0.029824045403173034,0.85,72.5,145.0,145.0
20737,1,1.7,1.7,1.7,0.0,1.7,1.0,1.0,1.0
20738,5,0.9545945945945946,0.72,2.51,0.34796153617219366,0.85,134.16666666666666,322.0,805.0
20747,5,15.682972972972973,12.72,30.39,4.693602530833296,14.95,113.16666666666667,226.33333333333334,339.5
20748,8,12.383224043715847,3.95,26.04,4.684264984982018,12.75,69.56521739130434,177.77777777777777,533.3333333333334
20749,6,8.087551282051281,6.09,17.35,1.7329704043261949,7.95,121.96,338.77777777777777,1016.3333333333334
20750,6,8.107410617551462,6.09,17.35,1.7889016466187935,7.95,146.72,407.55555555555554,1222.6666666666667
20751,5,2.319215291750503,1.69,4.3,0.6470743618516271,2.1,113.44,315.1111111111111,945.3333333333334
20752,8,2.3754570637119112,0.85,4.3,0.7059716503288364,2.1,62.375,166.33333333333334,499.0
20753,3,2.650877192982456,0.5,4.3,1.0164930621324515,2.1,108.0,108.0,108.0
